image,label,confidence,box
7HQOEMCDGKY8eJyQPdsnYH.jpg,FEMALE_BREAST_COVERED,0.5557,"[226, 475, 205, 164]"
5F4188CYajXhkZuFI4Jl83.jpg,FACE_FEMALE,0.5828,"[296, 149, 195, 198]"
2UrPmvaX5X76LIzE6Cfiqu.jpg,FACE_FEMALE,0.8421,"[73, 121, 462, 459]"
2V6R23b1HWsgq70K5wKi1S.jpg,none_detected,0,
26z5llzd194mcCZHADWd6k.jpg,none_detected,0,
42joEEymK7EIHODfNB4yug.jpg,FEET_COVERED,0.6374,"[434, 284, 96, 100]"
42joEEymK7EIHODfNB4yug.jpg,FACE_FEMALE,0.4681,"[125, 204, 48, 46]"
42joEEymK7EIHODfNB4yug.jpg,FEET_COVERED,0.3265,"[480, 439, 51, 76]"
2jGU6wUOYlyscEVAh6dtg5.jpg,FEET_COVERED,0.5105,"[453, 524, 96, 114]"
0cOURyRiI1HI6BEyhH9ktH.jpg,FACE_FEMALE,0.8343,"[0, 213, 279, 347]"
1EcwiKaYxKwOWsnju1rwHT.jpg,none_detected,0,
0W7KBrn4FQOvz5eWsGz8T8.jpg,none_detected,0,
3V3zVzw2DJuFQ4gE9H0p1X.jpg,FACE_FEMALE,0.8491,"[30, 236, 196, 173]"
0RjsbmAOQzWOq3fxQ002rX.jpg,none_detected,0,
3Pel3gWsPxVpZVrciU0Fm6.jpg,none_detected,0,
6eYQRNqomQ8q5R2xysBeGj.jpg,FACE_FEMALE,0.829,"[61, 73, 168, 155]"
1fNjDEiTYutLoThqTGKvgI.jpg,none_detected,0,
537PniwRvDxpD7zjGsEQlA.jpg,none_detected,0,
5NQcowc5LoErJ7UOXnbPQZ.jpg,none_detected,0,
2QriWWJQt8g8XXoC1ATDPa.jpg,FACE_FEMALE,0.735,"[286, 138, 56, 60]"
2QriWWJQt8g8XXoC1ATDPa.jpg,FEET_COVERED,0.6518,"[164, 471, 90, 100]"
2QriWWJQt8g8XXoC1ATDPa.jpg,FEET_COVERED,0.5751,"[368, 497, 89, 107]"
5lXgrzp3xcFdYCQXtsS6dG.jpg,none_detected,0,
7Lv6VzSqIz1sAssK2JUskG.jpg,FACE_FEMALE,0.3067,"[228, 182, 122, 136]"
2HZ1eEAW85k2vfpqvDoquR.jpg,FACE_FEMALE,0.4886,"[249, 85, 158, 157]"
6R8l6AT10mY3uuRugnQaLi.jpg,FACE_FEMALE,0.7607,"[237, 163, 141, 146]"
127VvIEjfCSxySQrT4x7rE.jpg,FACE_FEMALE,0.7412,"[339, 4, 299, 346]"
127VvIEjfCSxySQrT4x7rE.jpg,FACE_FEMALE,0.6369,"[156, 0, 316, 294]"
127VvIEjfCSxySQrT4x7rE.jpg,FACE_FEMALE,0.5777,"[26, 142, 281, 284]"
1uD1kdwTWH1DZQZqGKz6rY.jpg,FACE_FEMALE,0.6995,"[269, 220, 154, 152]"
5fuj5MjKypNxYNqjS6QlFK.jpg,none_detected,0,
3cGKAHAUhAaTTezK4GbBhQ.jpg,FACE_FEMALE,0.8056,"[214, 166, 225, 235]"
6DfvqwcJMXmnOIwaqbIZke.jpg,none_detected,0,
1E1bslA5FNX5JWWfwGx1t3.jpg,none_detected,0,
4frBxYchAwQD5z8Z6VTrF3.jpg,none_detected,0,
4DOsPwJtokv6HEifZ6t5j6.jpg,BUTTOCKS_EXPOSED,0.5983,"[300, 288, 100, 76]"
4DOsPwJtokv6HEifZ6t5j6.jpg,ARMPITS_EXPOSED,0.4949,"[297, 210, 26, 34]"
4DOsPwJtokv6HEifZ6t5j6.jpg,ARMPITS_EXPOSED,0.4336,"[378, 207, 23, 31]"
4DOsPwJtokv6HEifZ6t5j6.jpg,BELLY_EXPOSED,0.3174,"[322, 238, 58, 51]"
4DOsPwJtokv6HEifZ6t5j6.jpg,FEET_EXPOSED,0.2682,"[182, 497, 74, 62]"
2knEuvsxqHMAoxlQpIdpQD.jpg,FACE_FEMALE,0.7689,"[144, 223, 358, 372]"
1h8IiVZrZcdG68TYvxduLt.jpg,FACE_FEMALE,0.5389,"[281, 150, 61, 62]"
1h8IiVZrZcdG68TYvxduLt.jpg,FEMALE_BREAST_EXPOSED,0.3479,"[256, 250, 63, 59]"
1h8IiVZrZcdG68TYvxduLt.jpg,FEMALE_BREAST_COVERED,0.3358,"[210, 245, 55, 57]"
1v30jwcbQjIRKOhofE1B1P.jpg,FACE_FEMALE,0.6857,"[161, 89, 53, 52]"
1v30jwcbQjIRKOhofE1B1P.jpg,FEMALE_BREAST_COVERED,0.3257,"[190, 175, 61, 60]"
4i4f5O4gtfh1vmPn1O9D6I.jpg,FACE_FEMALE,0.7754,"[205, 156, 194, 177]"
1VR7zwpshHJ5CdlTo1TORp.jpg,FACE_FEMALE,0.2603,"[262, 78, 92, 92]"
1WImPglJycAdHQ79c8yRH8.jpg,none_detected,0,
2b3QhRrFnyLEjYsLOfFOB0.jpg,none_detected,0,
6TsExCpZJTDj7Fd0ez2knv.jpg,none_detected,0,
2Dqfl275jjJXXI0agJQZDP.jpg,FACE_FEMALE,0.6673,"[197, 192, 170, 228]"
3OLi7nPMD2hZK4zAEzZ2Ic.jpg,none_detected,0,
2zhLMf4E3VZzJy8hiraFNa.jpg,none_detected,0,
1FZKIm3JVDCxTchXDo5jOV.jpg,none_detected,0,
02Mi6lld23cYcBeXbUbo0s.jpg,none_detected,0,
4R37FoWB6s7zGlK343JqID.jpg,none_detected,0,
0uqyhvc8HEyztLSTE8RKmx.jpg,FACE_FEMALE,0.6516,"[247, 261, 74, 73]"
0uqyhvc8HEyztLSTE8RKmx.jpg,FACE_FEMALE,0.6453,"[324, 259, 80, 84]"
059i5tLNW2ASf1qoVn6LSX.jpg,FACE_FEMALE,0.7848,"[272, 116, 99, 95]"
059i5tLNW2ASf1qoVn6LSX.jpg,FEMALE_BREAST_COVERED,0.5064,"[312, 312, 105, 113]"
059i5tLNW2ASf1qoVn6LSX.jpg,BELLY_EXPOSED,0.5045,"[256, 433, 145, 145]"
059i5tLNW2ASf1qoVn6LSX.jpg,FEMALE_BREAST_COVERED,0.3358,"[200, 300, 110, 108]"
527e8WrlMvJBEmlmt7kJCj.jpg,none_detected,0,
2EEercDSp5OpbqROZSD7VP.jpg,FACE_FEMALE,0.678,"[328, 155, 94, 97]"
0mRIaVhwnvAblQaRkvGJBA.jpg,FACE_FEMALE,0.7697,"[295, 202, 165, 152]"
5mIT7iw9w64DMP2vxP9L1f.jpg,FACE_FEMALE,0.8349,"[52, 261, 247, 225]"
19DGbjQW4oJmS1TLmr7OH3.jpg,FACE_FEMALE,0.6966,"[226, 161, 201, 194]"
3q6BNwqgHKVzXzAv2ZV6tD.jpg,FACE_FEMALE,0.8578,"[64, 378, 201, 212]"
06UoTVgpPiGnRPGjowrG3g.jpg,none_detected,0,
4QUyAfhR84TFvXRvo5V2tP.jpg,none_detected,0,
3U8n8LzBx2o9gYXvvNq4uH.jpg,none_detected,0,
4OXoBlapQygTdzAifJm8BL.jpg,none_detected,0,
41qC9EbqtefKfZqaPURfHi.jpg,FACE_FEMALE,0.2936,"[294, 227, 70, 66]"
6PhA24O96EevdscPi01NTv.jpg,none_detected,0,
5sjOQf4RtVAXXDPLwimOJt.jpg,FACE_FEMALE,0.6085,"[415, 125, 114, 119]"
5sjOQf4RtVAXXDPLwimOJt.jpg,ARMPITS_EXPOSED,0.2598,"[530, 284, 42, 58]"
2k3pWencv6dpSC6H2jB4wf.jpg,FACE_MALE,0.4037,"[144, 340, 50, 52]"
2k3pWencv6dpSC6H2jB4wf.jpg,FACE_MALE,0.3628,"[32, 489, 63, 67]"
2k3pWencv6dpSC6H2jB4wf.jpg,FACE_MALE,0.3326,"[69, 326, 45, 44]"
2k3pWencv6dpSC6H2jB4wf.jpg,FACE_FEMALE,0.306,"[301, 531, 48, 51]"
2k3pWencv6dpSC6H2jB4wf.jpg,FACE_MALE,0.2999,"[543, 500, 51, 51]"
2ITJBRqMwZ0luWBnnZQ4Hq.jpg,none_detected,0,
7BO7LynaHb7Gh8kX7tl3Sn.jpg,FACE_FEMALE,0.3238,"[218, 116, 57, 62]"
7BO7LynaHb7Gh8kX7tl3Sn.jpg,FEET_COVERED,0.2892,"[337, 516, 75, 68]"
1zHR48K6XtWYm6bhrw4J6C.jpg,FACE_FEMALE,0.6143,"[344, 275, 46, 44]"
69z5d2iu6PdaRZWvx8YVUl.jpg,FACE_FEMALE,0.5628,"[241, 284, 60, 53]"
69z5d2iu6PdaRZWvx8YVUl.jpg,FEMALE_BREAST_COVERED,0.3957,"[249, 403, 56, 61]"
69z5d2iu6PdaRZWvx8YVUl.jpg,BELLY_COVERED,0.3798,"[207, 464, 79, 61]"
69z5d2iu6PdaRZWvx8YVUl.jpg,FEMALE_BREAST_COVERED,0.3655,"[201, 399, 57, 59]"
69z5d2iu6PdaRZWvx8YVUl.jpg,FEMALE_GENITALIA_COVERED,0.3234,"[232, 554, 43, 41]"
0jw9gOg8M1Ve6KpP4Iu7XF.jpg,none_detected,0,
4QwYcMNFzIhUctirR6XKDM.jpg,FACE_MALE,0.7123,"[346, 294, 57, 48]"
4QwYcMNFzIhUctirR6XKDM.jpg,FEET_COVERED,0.6472,"[92, 389, 101, 76]"
4QwYcMNFzIhUctirR6XKDM.jpg,FEET_COVERED,0.4077,"[124, 557, 108, 66]"
6lbrHERXve89hrxuCpsJOg.jpg,none_detected,0,
553J0VAVbH0i7AncbubB3L.jpg,FEET_COVERED,0.2539,"[248, 552, 62, 78]"
5xnXOCf5aZgZ43DgGN4EDv.jpg,none_detected,0,
6J6kRBEpL4bAkfL8DXXWiU.jpg,FACE_FEMALE,0.591,"[235, 187, 89, 84]"
2WJC1dMmoJrz3T0Ob2QPER.jpg,FACE_FEMALE,0.6396,"[219, 62, 121, 110]"
2WJC1dMmoJrz3T0Ob2QPER.jpg,FEMALE_BREAST_EXPOSED,0.4474,"[197, 218, 106, 84]"
2WJC1dMmoJrz3T0Ob2QPER.jpg,FEMALE_BREAST_EXPOSED,0.3916,"[300, 213, 134, 89]"
38lhl3KvL1dTQPUAcPlJWq.jpg,FACE_FEMALE,0.4912,"[316, 254, 60, 59]"
3BSbeH6hi9LvkX97cWtgW9.jpg,none_detected,0,
7b3iphjtMZ5uvh0MUOUFhT.jpg,none_detected,0,
3m0PIFv2mh0ytlTroWklbd.jpg,FEMALE_BREAST_EXPOSED,0.725,"[27, 169, 341, 331]"
3m0PIFv2mh0ytlTroWklbd.jpg,FACE_FEMALE,0.3411,"[338, 304, 139, 149]"
4iwZndHMH6ZzGddN5kh109.jpg,FACE_FEMALE,0.8869,"[174, 165, 294, 319]"
2QcuXvQBWv1ZKyQtEhLbFe.jpg,FACE_FEMALE,0.8245,"[311, 238, 180, 181]"
3kjHLu1pL7tdY88GFwEkl6.jpg,FACE_FEMALE,0.5197,"[181, 194, 339, 353]"
7ryhSaUE38MqAfRm1ccH1q.jpg,none_detected,0,
47IM97GbpNyDREWlr2HtNM.jpg,FEMALE_BREAST_COVERED,0.6296,"[406, 243, 80, 89]"
47IM97GbpNyDREWlr2HtNM.jpg,FACE_FEMALE,0.5733,"[465, 105, 93, 98]"
47IM97GbpNyDREWlr2HtNM.jpg,FACE_FEMALE,0.3751,"[0, 143, 59, 71]"
47IM97GbpNyDREWlr2HtNM.jpg,FACE_FEMALE,0.2798,"[599, 176, 40, 114]"
013WXRAOja0kZ6gnlTCwJ5.jpg,FACE_FEMALE,0.8647,"[107, 304, 137, 136]"
013WXRAOja0kZ6gnlTCwJ5.jpg,FACE_FEMALE,0.8386,"[399, 307, 135, 132]"
1yM8iaMk4Slsqr94LabgN1.jpg,none_detected,0,
0BAmcZfsraNVyG6rj782Og.jpg,none_detected,0,
02G9Jo5F2exoSiLml9wyQj.jpg,none_detected,0,
1p4Q0pUvvURdCwC842Abjn.jpg,FACE_FEMALE,0.4701,"[127, 163, 51, 48]"
1n5t4LXCTAmiJmyMtbBxVU.jpg,none_detected,0,
4FcJwv9ebTXeMuTX1HkK4q.jpg,FACE_FEMALE,0.7882,"[166, 32, 90, 89]"
4FcJwv9ebTXeMuTX1HkK4q.jpg,FEMALE_BREAST_COVERED,0.4926,"[203, 196, 100, 93]"
4FcJwv9ebTXeMuTX1HkK4q.jpg,FEMALE_BREAST_COVERED,0.3747,"[119, 206, 90, 83]"
4FcJwv9ebTXeMuTX1HkK4q.jpg,BELLY_COVERED,0.2764,"[128, 303, 131, 109]"
4PIVdqvL1Rc7T7Vfsr8n8Q.jpg,none_detected,0,
5IcsHifVLGG0emBPlMZacj.jpg,none_detected,0,
3fnHBUzwNMiWanH8eSlrSp.jpg,FEET_COVERED,0.7288,"[314, 492, 78, 115]"
3fnHBUzwNMiWanH8eSlrSp.jpg,FEET_COVERED,0.5075,"[252, 487, 72, 115]"
3fnHBUzwNMiWanH8eSlrSp.jpg,FACE_FEMALE,0.4318,"[269, 91, 89, 93]"
3fnHBUzwNMiWanH8eSlrSp.jpg,FEMALE_BREAST_COVERED,0.3768,"[264, 214, 70, 72]"
0U8ec9AzCbzMNNFEAAteQY.jpg,none_detected,0,
1Aus1dFkP2BSyzibCl0HA7.jpg,FACE_FEMALE,0.3622,"[222, 372, 80, 84]"
72gxs3VqZZmAYhefqyuJaR.jpg,FACE_FEMALE,0.8206,"[250, 58, 291, 317]"
4CVDGvkyx7NuuG04nqEBkJ.jpg,none_detected,0,
37PN08ViOW5pgGX15gZE0E.jpg,FACE_FEMALE,0.7545,"[160, 245, 360, 305]"
30H0cGghxhBJ93v4h28XEt.jpg,FACE_MALE,0.4188,"[163, 271, 38, 43]"
30H0cGghxhBJ93v4h28XEt.jpg,FACE_FEMALE,0.2521,"[489, 325, 29, 32]"
6zvPbyirVUhsvlVkITiytd.jpg,FACE_FEMALE,0.7081,"[274, 61, 143, 134]"
6zvPbyirVUhsvlVkITiytd.jpg,ARMPITS_EXPOSED,0.5863,"[361, 250, 53, 66]"
6zvPbyirVUhsvlVkITiytd.jpg,FEET_COVERED,0.5279,"[494, 579, 111, 60]"
6zvPbyirVUhsvlVkITiytd.jpg,FEET_COVERED,0.5004,"[161, 506, 131, 133]"
6zvPbyirVUhsvlVkITiytd.jpg,ARMPITS_EXPOSED,0.3011,"[124, 267, 65, 73]"
56Kq8ZQ6hr8weMZ39FfkZq.jpg,FACE_FEMALE,0.2711,"[288, 251, 194, 183]"
5cMMHA3CyA21eRXP1pnm0Z.jpg,FACE_FEMALE,0.8522,"[75, 28, 253, 293]"
2xXY6j7QVSz6rpqEU9q1Ha.jpg,FEET_COVERED,0.6996,"[485, 418, 83, 86]"
2xXY6j7QVSz6rpqEU9q1Ha.jpg,FEET_COVERED,0.4676,"[444, 358, 70, 85]"
5ZY7p28JBut9fdAOo8ge9B.jpg,none_detected,0,
2PedUC4azy5ywqWp8gVVrs.jpg,FACE_FEMALE,0.8747,"[275, 192, 92, 94]"
2PedUC4azy5ywqWp8gVVrs.jpg,ARMPITS_EXPOSED,0.7005,"[391, 343, 43, 45]"
2PedUC4azy5ywqWp8gVVrs.jpg,ARMPITS_EXPOSED,0.5834,"[215, 343, 37, 44]"
2PedUC4azy5ywqWp8gVVrs.jpg,FEMALE_BREAST_COVERED,0.4289,"[318, 353, 97, 77]"
2PedUC4azy5ywqWp8gVVrs.jpg,FEMALE_BREAST_COVERED,0.4018,"[227, 360, 95, 85]"
2PedUC4azy5ywqWp8gVVrs.jpg,FEMALE_BREAST_COVERED,0.26,"[169, 347, 79, 82]"
6EwTLRHMROD853Kv1lAMex.jpg,FACE_FEMALE,0.4055,"[354, 115, 64, 61]"
6EwTLRHMROD853Kv1lAMex.jpg,FACE_MALE,0.3685,"[203, 117, 62, 61]"
5JpH5T1sCYnUyZD6TM0QaY.jpg,none_detected,0,
4gqRmcXiuzlxB9nEnFiK4y.jpg,BUTTOCKS_EXPOSED,0.2642,"[68, 391, 106, 92]"
78YYcghEDz2dHRx0EcDGXZ.jpg,none_detected,0,
1qH7e7TaKxpHxu4mGxofDs.jpg,none_detected,0,
4Iqfx63CZhFGGIHiAvLxXY.jpg,FACE_FEMALE,0.8106,"[292, 74, 59, 61]"
4Iqfx63CZhFGGIHiAvLxXY.jpg,FEMALE_BREAST_COVERED,0.4905,"[256, 178, 66, 60]"
4Iqfx63CZhFGGIHiAvLxXY.jpg,FEMALE_BREAST_COVERED,0.3196,"[312, 181, 61, 62]"
2Ao4brMpPgMyyuh9dPK4oK.jpg,none_detected,0,
2SPrPcmFf9505xgGEp2h2k.jpg,none_detected,0,
0abpP3Qun05JFZBboElgBh.jpg,none_detected,0,
7MFbIhk6Q0ErWInfnWl1nZ.jpg,FEET_COVERED,0.55,"[319, 538, 67, 90]"
7MFbIhk6Q0ErWInfnWl1nZ.jpg,FACE_FEMALE,0.4483,"[333, 83, 57, 56]"
7oP7ABjXuVjSCiDexJ2bza.jpg,none_detected,0,
4oGLasNzQCSK6V3A8ssVKY.jpg,FACE_MALE,0.5157,"[227, 246, 60, 60]"
7wOBO3WCbLaCGsRWHuXpm0.jpg,none_detected,0,
3UC6PUVkyKlZ2ygOYH2RGN.jpg,FACE_FEMALE,0.3686,"[286, 157, 31, 32]"
22ljnmjYzy4TS5tCtaRIUE.jpg,none_detected,0,
0gboAM5pPE6N4WBgCmq70t.jpg,none_detected,0,
3ohEFNgpDUA4xmIfdSCkTN.jpg,FACE_FEMALE,0.6512,"[291, 173, 84, 97]"
6PbnGueEO6LGodPfvNldYf.jpg,none_detected,0,
4paNaQZ8eB1cUU1ZJh14gJ.jpg,none_detected,0,
6o5iGTU8HzbS6LFGI8LPa6.jpg,none_detected,0,
5x2HAo3F8HL7sKyTL9h0EI.jpg,none_detected,0,
75qSKqLqEt7zOei7If7Lms.jpg,none_detected,0,
5BRhg6NSEZOj0BR6Iz56fR.jpg,FACE_FEMALE,0.4559,"[119, 100, 175, 190]"
4E8UUUe0aXUPor4TD3P9m8.jpg,FACE_FEMALE,0.7856,"[272, 117, 99, 95]"
4E8UUUe0aXUPor4TD3P9m8.jpg,BELLY_EXPOSED,0.6445,"[257, 438, 146, 137]"
4E8UUUe0aXUPor4TD3P9m8.jpg,FEMALE_BREAST_COVERED,0.4249,"[311, 310, 105, 112]"
4E8UUUe0aXUPor4TD3P9m8.jpg,FEMALE_BREAST_COVERED,0.3687,"[195, 301, 113, 108]"
6oCXtKVOwAtyiAncg4QVWt.jpg,none_detected,0,
1IuOXWTMmNrH7H82V0gBcy.jpg,none_detected,0,
6i7mF7whyRJuLJ4ogbH2wh.jpg,FACE_FEMALE,0.5201,"[236, 281, 37, 37]"
3fhEairiL0g4qfXVUTFtF1.jpg,none_detected,0,
5oi6Ovqn5b1bBsjF4tZ6YY.jpg,FACE_FEMALE,0.4992,"[40, 118, 307, 319]"
5hIOd0FvjlgG4uLjXHkFWI.jpg,none_detected,0,
3vi20DRHkqv4HyVg9Rt9wC.jpg,none_detected,0,
4zlStKZzoVwcdRwTshYeKj.jpg,none_detected,0,
5L3PAo50R75rOZLlEvokZZ.jpg,none_detected,0,
2jHVzEpvZ8gV5zn5IywmRB.jpg,none_detected,0,
3zbiiu3JTibw0esC7eoMXr.jpg,BELLY_EXPOSED,0.7704,"[205, 337, 143, 128]"
3zbiiu3JTibw0esC7eoMXr.jpg,ARMPITS_EXPOSED,0.6991,"[388, 276, 43, 52]"
3zbiiu3JTibw0esC7eoMXr.jpg,ARMPITS_EXPOSED,0.4757,"[236, 230, 50, 55]"
3zbiiu3JTibw0esC7eoMXr.jpg,FEMALE_BREAST_EXPOSED,0.3846,"[316, 271, 100, 93]"
1GzBLltCCKsiIJM3T3AWj3.jpg,FACE_FEMALE,0.8117,"[182, 182, 280, 258]"
0HvKhpJzjmC5wloza8MjXF.jpg,FEET_COVERED,0.7616,"[504, 299, 87, 65]"
0HvKhpJzjmC5wloza8MjXF.jpg,FEET_COVERED,0.4799,"[111, 108, 67, 66]"
2QX21ryT6SIcft6N3PkfeR.jpg,FACE_FEMALE,0.2964,"[296, 198, 36, 35]"
6YA4khiUxTlEpPRIuf4KgA.jpg,none_detected,0,
7nfwkopbo47FZIOGNcfPxI.jpg,FACE_FEMALE,0.6405,"[294, 186, 146, 140]"
2kcWf4LiavA3V6quKqSXAB.jpg,none_detected,0,
5UkfLfGyiREHCmzM1kEUV0.jpg,FACE_FEMALE,0.7036,"[223, 90, 110, 109]"
7BV27b9TXV5MgrbzgQReao.jpg,FACE_FEMALE,0.7769,"[290, 111, 83, 83]"
7BV27b9TXV5MgrbzgQReao.jpg,FACE_MALE,0.5023,"[411, 138, 65, 63]"
7BV27b9TXV5MgrbzgQReao.jpg,FACE_FEMALE,0.4242,"[193, 116, 70, 65]"
7BV27b9TXV5MgrbzgQReao.jpg,FACE_MALE,0.324,"[536, 146, 70, 66]"
4Dep4FHb2IMFImgEhs83ww.jpg,FACE_FEMALE,0.8532,"[52, 149, 334, 347]"
1mcs3VOYNeGHfhvVV0CWlX.jpg,FACE_FEMALE,0.3971,"[239, 298, 51, 49]"
511AeIx5SwqUp6stQyxm47.jpg,none_detected,0,
5BpN9DyeSJ64bi8rH4rbjQ.jpg,FACE_FEMALE,0.7425,"[184, 263, 79, 72]"
201chlVCJuhQvGZXB0wRn0.jpg,none_detected,0,
5PRI3Le2iKuhNdJ8yebeVj.jpg,none_detected,0,
1nmxUznbVkZorzeY4olXco.jpg,FACE_FEMALE,0.7164,"[281, 28, 79, 83]"
1nmxUznbVkZorzeY4olXco.jpg,BELLY_COVERED,0.4214,"[302, 250, 95, 115]"
1nmxUznbVkZorzeY4olXco.jpg,FEMALE_BREAST_COVERED,0.4026,"[292, 158, 81, 88]"
1nmxUznbVkZorzeY4olXco.jpg,FEMALE_BREAST_COVERED,0.311,"[353, 157, 66, 95]"
6KI61E4x5f95xVkhly783t.jpg,none_detected,0,
2evFHBABBhgV5OtDqHPomo.jpg,FACE_FEMALE,0.7057,"[270, 156, 63, 64]"
7KtyUeiJidoZO0ybxBXw0Q.jpg,none_detected,0,
0mqNgHFh1NYaxmlMS5IeGc.jpg,FACE_FEMALE,0.802,"[290, 173, 67, 63]"
0mqNgHFh1NYaxmlMS5IeGc.jpg,FEMALE_BREAST_COVERED,0.6612,"[312, 290, 72, 67]"
0mqNgHFh1NYaxmlMS5IeGc.jpg,FEMALE_BREAST_COVERED,0.5275,"[256, 279, 66, 60]"
0mqNgHFh1NYaxmlMS5IeGc.jpg,BELLY_COVERED,0.4595,"[265, 363, 100, 81]"
7JpG1FNBJsXsmhrmCGV1Au.jpg,FACE_FEMALE,0.7933,"[329, 270, 160, 154]"
1KFWgQTw3EMTQebaaepVBI.jpg,none_detected,0,
5fJXjW9On6vPk1f58kMQNP.jpg,FACE_FEMALE,0.7813,"[455, 89, 119, 104]"
5qrhAJVJ2pCrh5Iucyzy6p.jpg,none_detected,0,
07ta8NK5ZipBOVSQgbGxtd.jpg,FACE_FEMALE,0.8644,"[245, 161, 156, 148]"
7zCIiyFpCp3PZB0yLGPKdy.jpg,FACE_FEMALE,0.6714,"[252, 218, 147, 144]"
20zBUbQHFZf8ZpexbuPMYd.jpg,FACE_FEMALE,0.649,"[189, 123, 221, 209]"
3k6GZZ7QUpFQlNjuPizVEZ.jpg,FACE_FEMALE,0.7778,"[2, 29, 487, 537]"
2Hg5u4WLNI85GHVISRXMna.jpg,FACE_FEMALE,0.639,"[300, 267, 229, 198]"
0jZFu2tihRJ65iYAo0oOtP.jpg,FACE_FEMALE,0.7591,"[237, 189, 192, 198]"
3edu0vIRVJ6vcK3yagi6oS.jpg,FEET_COVERED,0.5721,"[147, 464, 61, 65]"
3edu0vIRVJ6vcK3yagi6oS.jpg,FEET_COVERED,0.4219,"[260, 494, 51, 66]"
1kBeLaqLbXDFFnkYWH1ayn.jpg,none_detected,0,
1QneW5vELH5DFkrvHGb9QL.jpg,FACE_FEMALE,0.7051,"[285, 163, 110, 127]"
21TbVIwGO0Cb9binVbLyg1.jpg,none_detected,0,
4ExjzdLpDUnf4dUgtW0FWp.jpg,FACE_MALE,0.5499,"[122, 61, 58, 50]"
3nEa7WJXcruywRIZXu6qRE.jpg,none_detected,0,
5u8SP8bbxcA7zJoAusBfgc.jpg,none_detected,0,
0yymWruU5luJjYZvIXGUUL.jpg,none_detected,0,
73nnfo3idQepE031scuaBJ.jpg,none_detected,0,
27qsscuTpkS5s9SkmCDRS3.jpg,none_detected,0,
5M1ekIVxWsYSU50Z40UMTc.jpg,FACE_FEMALE,0.3249,"[92, 142, 34, 34]"
5M1ekIVxWsYSU50Z40UMTc.jpg,FACE_FEMALE,0.3017,"[154, 171, 40, 41]"
4lRXKH3vPERvxgS9qdP7Sq.jpg,FACE_FEMALE,0.8693,"[195, 153, 248, 238]"
2knHS0Hea81RgGjJXnwLwX.jpg,FACE_FEMALE,0.6845,"[71, 279, 82, 77]"
2knHS0Hea81RgGjJXnwLwX.jpg,FACE_FEMALE,0.6263,"[76, 77, 79, 72]"
7neQoxL2lAY27Xa7FMQj4y.jpg,none_detected,0,
7AlBLk12AfqBXQkz041c34.jpg,none_detected,0,
2ZlrWJ4Ev4DhG6mRo5h1AP.jpg,FACE_FEMALE,0.8496,"[270, 209, 113, 108]"
1Q5WON8dw2JFLP5JVQXu1e.jpg,FEMALE_BREAST_EXPOSED,0.4481,"[243, 218, 51, 61]"
1Q5WON8dw2JFLP5JVQXu1e.jpg,BELLY_EXPOSED,0.2566,"[254, 271, 79, 78]"
2mDPUgNe4bXjo7ofYvEbfI.jpg,none_detected,0,
2a0WpuqyjACGd5VmXflGu7.jpg,none_detected,0,
5aM8gkw3dJQ7XSc2Uq8g8a.jpg,FACE_FEMALE,0.6515,"[165, 161, 189, 176]"
5aM8gkw3dJQ7XSc2Uq8g8a.jpg,FACE_FEMALE,0.6451,"[424, 171, 178, 200]"
5MQx9UktIiM86OYBZh1c4M.jpg,none_detected,0,
4bOAb70KPrcZBeoxGCf35O.jpg,none_detected,0,
1oxxysQmylUXuxzSdHlqUc.jpg,FACE_FEMALE,0.7269,"[303, 268, 260, 257]"
1oxxysQmylUXuxzSdHlqUc.jpg,FACE_FEMALE,0.4276,"[108, 161, 218, 227]"
6BQgHrnJsXjBiuD1Q8zrmv.jpg,none_detected,0,
73umj4b9Y8amNnJk6diicy.jpg,none_detected,0,
4qZwzswmv5lNwLftPcVNBH.jpg,none_detected,0,
4eHPXeu9t0ULInIlf26Qhj.jpg,none_detected,0,
6nyixevHRgdUriyA3pRl2W.jpg,none_detected,0,
2f0DzdU6QbWtZqSlN7s1s5.jpg,none_detected,0,
09bA0l9N7ntRqwpP0mSWAK.jpg,FEET_COVERED,0.5349,"[529, 484, 48, 59]"
09bA0l9N7ntRqwpP0mSWAK.jpg,FACE_MALE,0.5103,"[476, 188, 39, 32]"
09bA0l9N7ntRqwpP0mSWAK.jpg,FACE_MALE,0.3555,"[373, 202, 42, 35]"
09bA0l9N7ntRqwpP0mSWAK.jpg,FACE_MALE,0.3152,"[121, 172, 40, 36]"
6ciIG1XKTlVIn0Yl8rvsce.jpg,none_detected,0,
4BftE1nWJ0KKFuEJVzikB2.jpg,FACE_FEMALE,0.3425,"[298, 137, 70, 61]"
7oN35iFAcEdziP5U3qly9O.jpg,none_detected,0,
6bOgUnESdYu6Ro5gtT5Qwk.jpg,none_detected,0,
4UxlLk460BnmQlRV3WiORh.jpg,FACE_FEMALE,0.7337,"[266, 134, 155, 147]"
3Ca2ChPMHogU1scVKSEprg.jpg,FACE_FEMALE,0.8472,"[419, 45, 167, 159]"
3Ca2ChPMHogU1scVKSEprg.jpg,FEMALE_BREAST_EXPOSED,0.3822,"[332, 445, 146, 126]"
4MG8Z8BcUsNQFgJjMxzTWN.jpg,none_detected,0,
6Pp6qGEywDdofgFC1oFbSH.jpg,none_detected,0,
