image,face,FEMALE_GENITALIA_COVERED,BUTTOCKS_EXPOSED,FEMALE_BREAST_EXPOSED,FEMALE_GENITALIA_EXPOSED,MALE_BREAST_EXPOSED,ANUS_EXPOSED,FEET_EXPOSED,BELLY_COVERED,FEET_COVERED,ARMPITS_COVERED,ARMPITS_EXPOSED,BELLY_EXPOSED,MALE_GENITALIA_EXPOSED,ANUS_COVERED,FEMALE_BREAST_COVERED,BUTTOCKS_COVERED
1yzGdDRVUtPRGWATYs7J35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z0O8lKuQRs974S8wcRiAs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zAmMlu6tYriPRdobmejRa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zHR48K6XtWYm6bhrw4J6C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zTDuNOo7R4b1u3fjSL5w5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zV4Sv0e0vPelz6rYNDtzv,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1zWnHaOh6lnQBhBx0mgbmg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zvRP4zj0nfsHeeoeXuanm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201chlVCJuhQvGZXB0wRn0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037mw8neL72exAlwyoCSc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20HOeZZEQuN1EAkSU9ov8D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20K5SdVLHQqzBepWDdIqVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20TE4aWwfyzXlavwKQFzkw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20ZYCQ7oh70khsqTG33rRm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20kVQXyFb1SnWdCxBI9jht,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20zBUbQHFZf8ZpexbuPMYd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21TbVIwGO0Cb9binVbLyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21U9S9xssH5BdAzviBLUGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21XQQZZq1cO45mJ2U3vVdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21fAzUzwhkiSEHCzhtSC2x,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21jF5jlMtzo94wbxmJ18aa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21pLZkjJiP0zaFve7FJ8wq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21unhV92BXyj48AXZka4ks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202BXQpm7R0eKyyZk5BlX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22269npvtP1J11HLRYouyG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22ljnmjYzy4TS5tCtaRIUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22tn8fUpD1lurSga9yuqhM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22yd3bcffqUO7Pn5nsDaoj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231jpal5NKt2c1QFN1D6AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235jLMet5mD21OIha0Q3av,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23W8LJkx5kBafzqasAuU0z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23d3EfXK0OEtfOB61bBz9d,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
24fkX2Gdqw4a6pR9BUYbE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24q5Q9Ko2zJxCWpS8mUQNc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259OLvPj1qoZpCXXQRavBx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25TJxI6ZH6XjT8geRQAFz5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25Uddgldy3slnChqKqHsIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25mNgv9kcDpET9UWcCxu16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25zzhT1lKycKAqziQmW4Yt,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26678sDHO3Xg8g6q3Fo1WX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269FJte1c0v7EFWzgP5bdK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26JLBgmg9yNxBcdBhX0f63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26PpclJsqvQlP50d5XcLWp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26S26pTd5uEvo4Jwb7AEMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26c7MmQ4w8EAvVLb4jilaM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26d9EFfi2YSvhQv7KKcrNw,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26rTTXIEtEeSTan28AiLaV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26z5llzd194mcCZHADWd6k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270o30h7cAlEhBnbuSpFZq,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
270yHmtmUVaxF0nSm1J21K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272GPDEjWzJtyZfHDWFXBy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27GWSFRITD8JJcSGMgEfTN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27TbJTUMdvnorsqXZzVQP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27X6vmJ0YmKi9ydl0aM65m,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27XBXCuJ2Q3t7RlTXFIZu1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27bcWf41ghwRCrfTS1OjXj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27hDq1oNof8J1u08xMCvQk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27qsscuTpkS5s9SkmCDRS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28DLjjQKZ9qRvKFSu5Y7QM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28PAtOT7ctTLu3na2oc2E2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28SMXZ4p2uQGJZJpFXw8em,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28adqly9V7wm5DFr7hlqtK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A35FaFPGRANYw0vh0ctRk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A6VsLoEwhNrIX1PnxSNoL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AHG3vkC3H7zqHbYdgCCcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2AJWKkg33HtLxGw6EISzNl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AKIOgc7sL3yzA7AElE1SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ANFIaCb53iam0MBkFFoxY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AQvEaTftBRkdPm631O1rZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Ao4brMpPgMyyuh9dPK4oK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Auw0pTT6EcQdvHNimhLQI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B87zXm9bOWvAJdkJBTpzF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BZtObSyOb12VN5z4BBm5m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BbcfLv9Sa82xqHdB1Nf15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Bbj0nkgIJMx1sIn0NjPaW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BgMS8VXS45coIOSpzwWds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Bk3pomO5BGIJrNhwjzqRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BmceJHiy9RTyvaB1IU0P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C4E9Mc9PZAVk9pd6qHDM2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2CMlkzFI2oDAy5MbyV7OV5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2CR6BNwiVr8hQYr3pJrPUx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Cn1d2KgbkAqbZCJ1RzdkA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2D0Hi3Jj6RFnpWDcSa0Otu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2D1j7mjB55lvygjMmYgTYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DDaN7Pgx9uDPd8IbWWW9H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Dbe9L757CSQbhnbW5PVSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DjfazR5N3TgXBQ7oVALA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DnFnwaYF0IpaXr2wVLc8l,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Dqfl275jjJXXI0agJQZDP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2EEercDSp5OpbqROZSD7VP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2EZ8JL3dtb54VXi3k6E7k6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2EadUtQ3hpx3Xt0HKAfOF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Eh8MVthc1OiqAQOgQClVl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Ev6DBJuStxI4ZKLsMgMQs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2FEEzJ0a9WRY316au1zQek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2FOAtTMAfplWnTKf7rl12Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2FgIRoY5lChJhhaDt9YozO,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2GQuVFujesadBWknYzObe3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2GSPQgDtOK5lJQzzKfAlzT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2GSgBvAl6zL86PpLEjYEcg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2GUUSp5HD5OhINznTpd4TM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2GW4VpFk9mbc6qYZ0zNuu3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Gb2plO2TkNRIgoCuJGm7C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HLqoccnVNqOfm7gpN1Svo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HOYNp9NxRakR9u9na7Wth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HW50pzz8fOkfdauYGPNYb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HZ1eEAW85k2vfpqvDoquR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HaqChIDc5go3qxVunBDK0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Hg5u4WLNI85GHVISRXMna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2I9x3cBlrOEXAPAtTBAc2w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IDUIQkIrI8EREUvVNPxm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IIRAGPSOJnwqCnJQk9Iy4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IKrF29FZB1urw5YdkKNjS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ITJBRqMwZ0luWBnnZQ4Hq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IsZa7R866e4nDA3iME83H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IzUZlhtBvPQYs74KeG6fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2J0cL2vNheuVAuVJ5XPQRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JC96lAWIMYId0no3JwmxI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JWG9FSkVSEe63zXq4d2LL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JYsCq8rOuQXkwv9BtJEa8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Jho8ttGDQjw8uta6JgxL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JmfwvRDitJlTUoLCkp61z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JtB7K4gMmfC7Ow9Y4pz4b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2JyArayVlT6t3MVWLLdSwZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2KJjOBX280F3hZZE1xO33O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2KqlAl1Kl5fZvbFgJ0qFB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2KtiNduXFIrpZG2nQuboD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2L5fQG5lbyMkG6iyNNj3uR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2L8CZmiT4hccYsPwEedP6q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2LdlfTE6xqf2Ez8LPAFZSy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Lxt0taVNc2Bv20rt0d21w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2M4oeAu1AXn2CWGbnfUL2O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MDU46hcBn3u94s46BOSdv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MHUaRi9OCyTN02SoyRRBJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MIJ5Y3HkGAHBxnQNfCD52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MiSaUtCnkqNRK2BZx2TZt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MlT9dGKoGH2hsfcz7UUXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NG6BNdAPRDEJfTNTj3lh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NIFKPr4jll96aNb8jbyWh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NTIYavFZmU1PCvJvn2USJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NkggeWxNlWXIguONqnd0E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NqI5Hd3wWXNWUrZNuZvO9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2NqmxQkQixGae9YdEG4RDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Nt6MDJXfoxQ22tIQgWXIh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2O3zE7WwhqvcBLE997Ae4U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCSWT7wgtgb1ludrsnDXZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCdBpXcwLWSUQMi4mL0xh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OIMJ2Arm0dYpmWIfQOXTD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Og05vfN0U9RcT4mLeOW9S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OzHv0qu65juqIUaCWlq6j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2kHr1m4bZUN9fNn7eyYB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PEIXega9N5OkMHBrcvcHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PP8oxU9RoRHKuXJV63oOY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PedUC4azy5ywqWp8gVVrs,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2PjlaxlMunGOUvcRzlTbtE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PpathAsqvsMNCdRrRW9rf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q2TRdT994vTzGE3Grmmht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QJoIfbozXAJonunYag5az,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QRU8jGOJHDMrCTPKIHVik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QRedhP5RmKJiJ1i8VgDGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QVrJXsVZIgwNwOhtu31wd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QX21ryT6SIcft6N3PkfeR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QaQGxQuEV9hZYMhpS6Zax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QaiXVLsB51vATbDzi4MGZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QcuXvQBWv1ZKyQtEhLbFe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QjELGScW9xUk3I2eu7nze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QjK4B0rDqGceWh9IRnxOc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Qq4N5lYtsZspF2QFLKcbY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QriWWJQt8g8XXoC1ATDPa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2Qt8Z1LB3Fsrf6nhBNsvUJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2REQsRg5JQDzp0098S8mJc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RRYaYHY7fIIdvFlvgb5vq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2S3Q7phoa4bZEijkTRYaLu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SCppOPkT7XTKBJV2XIQUw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SPrPcmFf9505xgGEp2h2k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Sl8X3Uu2N4B2pVa9y5U29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Sq9AIsIrad2GygwB6QLPt,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2SxBuClrOCg8WZPXEDobmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2T1GRKlc7BEVxngyYfUMvT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2T7LuxZRr6SQMgABLtoYTH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2T9P5dSm786uuxA5tkI1Xb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2TF6deaYHbiP5xepwFYbd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2TXc74xwfwJfH1cxC22OQK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2TglIIPT5aWVK9tmmXKASd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2U5MjSQ07NGHV7rCLfSU6G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2UAR6ZOFkyso8JFGPuAtYx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2UUJ6KY0nst0yHSREMz4zt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2UrPmvaX5X76LIzE6Cfiqu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2UwJ4Nt10VStLczYefhcEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V6R23b1HWsgq70K5wKi1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V7bGNksiO1OgVfBz7nBSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V99Z0aZgSK6XTbh19UYTU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2VYn7cSOxVkl8MwEJr7UCF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2VqGOWnMT8pJsYkRuEkqb7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WBvIseHSAwsPP4YbNgZXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WJC1dMmoJrz3T0Ob2QPER,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2WKWg3fF8dwCXt4qPDHdYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WS0EdG1NL1TkGT7ahnXYZ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2WaRFVSRoYF4sW35doUmdF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Wf09CJNp4sH4Oq9KZOzor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WfExJBJdOzCEKTksL9DuI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WfV3cpI2BUuIxMISh9nqF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Wiyo7LzdeBCsVZiRA6vVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WmJ5wp5wKBlIJE6FDAIBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WvIDc4wdKshyFh2EzLAs0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WzQeYsbrDq1UcVZmY8dVR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2X6WyzpxY70eUn3lnewB7d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XCjDuNrAObHZrKPhsWvzP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XEW6KliuaZe3sFqeYz38u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XEgoiYtf35w31ZZm3isN0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XIhZ9IjqoIN5V6dfKHzCn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XRIFNw0ODKJ4GO3DwjOBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Xz0fS1DBBIjLRVkImPFD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y0sVUECK4Ss3G2QYYLk2w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y8WS7iDIZkvzB5GUeLvku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YA8gtgzLZaum0wOaHZq8T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YFcUMTsjVjOx4tdp3MmH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YXTt0mcAXUSfBcstBn38I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YaNo3GoShVwNxP7nEPrPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YmIhRaW7TQ8TI6mbXY9j3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YpWqM7XcDt45IQWYL6Y0t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZXwd2AzsVWTwp1oT3tfMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZiKx3dsBYBGMypMTdPoKg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZlrWJ4Ev4DhG6mRo5h1AP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZmDoyNYarmubD4vTfwh6g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZooOmWqS3XCNVZIZV9IB5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2ZzClIM2jdVPjt7HBICDQP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZzatxW5gv1XZ0uai8TKxk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a0WpuqyjACGd5VmXflGu7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a1AHCq835BXUcX1aTTWqQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2aFnmYzaupGK12iAYejKC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2aU1tqCW4s0NM6xYSpm9Jx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2aW8o2fX02d38656R9vNsx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2ab0PTJ5OG7I6YfSqpDFZv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2actLFtpiiBZm1z0TUzMx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2amCTXV3JjDObBU5Q2x6VK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ayHngxy15Agz0O0qEB9Nk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3QhRrFnyLEjYsLOfFOB0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bEwLq4zSG4t8f1uF2BHfP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2bYCNZfxZrTUv1CHXkz2d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bjxwgjz10WiUD0NcuXufx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2blXZboio9DF8VC39LmUag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bthLq6ydKBXwZlaYxTBAf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c12Spm8XcLAT2xYtQdgGK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2c6s84YTwR9cfncPmB9fNW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c7gFThUYyo2t6ogAgIYNw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
